id,is_shadowed,reason,updated_at,created_at,created_by,updated_by,game_id,table_id,user_id,appversion
2511756,True,matchmaking-failed,"July 1, 2025, 4:22:43.000 PM","July 1, 2025, 4:22:14.000 PM",rummy-registration,matchmaking-failed-system,6863fca0fa2d8e8ebe949171,"589,490",686127990a93c12c5ff4aa40,444
2511917,True,matchmaking-failed,"July 1, 2025, 4:23:23.000 PM","July 1, 2025, 4:22:53.000 PM",rummy-registration,matchmaking-failed-system,6863fc298fc0b7eb601d8cc4,"589,416",685d063d0a93c12c5f731d30,443
2511919,True,matchmaking-failed,"July 1, 2025, 4:23:23.000 PM","July 1, 2025, 4:22:54.000 PM",rummy-registration,matchmaking-failed-system,6863fc298fc0b7eb601d8cc4,"589,416",685e09e50a93c12c5fb1be43,444
2512077,True,matchmaking-failed,"July 1, 2025, 4:24:02.000 PM","July 1, 2025, 4:23:32.000 PM",rummy-registration,matchmaking-failed-system,6863fca1fa2d8e5705949191,"589,522",684e8acd0a93c12c5fe5ba76,442
2512078,True,matchmaking-failed,"July 1, 2025, 4:24:02.000 PM","July 1, 2025, 4:23:33.000 PM",rummy-registration,matchmaking-failed-system,6863fca1fa2d8e5705949191,"589,522",685d063d0a93c12c5f731d30,443
2512158,True,matchmaking-failed,"July 1, 2025, 4:24:23.000 PM","July 1, 2025, 4:23:53.000 PM",rummy-registration,matchmaking-failed-system,6863fd18fa2d8ee4809491d1,"589,586",681b4752adbdde23b775a070,444
2512165,True,matchmaking-failed,"July 1, 2025, 4:24:23.000 PM","July 1, 2025, 4:23:53.000 PM",rummy-registration,matchmaking-failed-system,6863fd18fa2d8ee4809491d1,"589,586",6805f8acadbdde23b7ac2c46,444
2512337,True,matchmaking-failed,"July 1, 2025, 4:25:05.000 PM","July 1, 2025, 4:24:35.000 PM",rummy-registration,matchmaking-failed-system,6863fd18fa2d8ee18a9491f7,"589,624",681b4752adbdde23b775a070,444
2512344,True,matchmaking-failed,"July 1, 2025, 4:25:05.000 PM","July 1, 2025, 4:24:38.000 PM",rummy-registration,matchmaking-failed-system,6863fd18fa2d8ee18a9491f7,"589,624",685e0dc90a93c12c5fb6a638,444
2512535,True,matchmaking-failed,"July 1, 2025, 4:26:07.000 PM","July 1, 2025, 4:25:37.000 PM",rummy-registration,matchmaking-failed-system,6863fd19fa2d8e0cb394920a,"589,643",6863ef1b0a93c12c5fe1e2b0,444
